약국명,대표전화,도로명주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일,구분
동산약국,054-832-2065,경상북도 의성군 봉양면 도리원1길 63-1,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~18:00,08:00~18:00,주간
대구약국,054-383-3669,경상북도 군위군 군위읍 중앙길 88,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~19:30,08:00~17:00,-,-,주간
동산약국,054-834-0673,경상북도 의성군 금성면 탑리길 21,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~15:00,-,08:30~15:00,주간
백세약국,054-382-0900,경상북도 군위군 군위읍 중앙길 72,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:30,-,-,주간
대진약국,054-861-4114,경상북도 의성군 다인면 서릉길 61,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~16:00,-,-,주간
다인약국,054-861-4065,"경상북도 의성군 다인면 서릉길 55,",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~15:00,-,-,주간
늘푸른약국,054-833-8442,"경상북도 의성군 의성읍 문소3길 103, 1층 (의성읍)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~13:00,-,-,주간
영주대학로약국,054-638-1266,"경상북도 영주시 대학로 323, 1층 (가흥동)",08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,주간
민다약국,054-954-1011,경상북도 고령군 대가야읍 왕릉로 105-1,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
가야약국,054-954-5376,경상북도 고령군 대가야읍 연조길 2,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,-,-,주간
백세약국,054-954-4448,경상북도 고령군 대가야읍 중앙로 37,08:40~19:30,08:40~19:30,08:40~19:30,08:40~19:30,08:40~19:30,08:40~14:00,-,-,주간
아시아약국,054-463-2458,경상북도 구미시 신비로 8 (신평동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,-,주간
경산중앙약국,538136665,경상북도 경산시 중앙로 81 (중방동),07:40~19:00,07:40~19:00,07:40~19:00,07:40~19:00,07:40~19:00,09:00~17:00,-,09:00~17:00,주간
옵티마제일약국,053-813-7435,"경상북도 경산시 중앙로 79, (중방동)",08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~18:00,09:00~17:00,-,주간
현대약국,053-812-0568,경상북도 경산시 중앙로 78,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~15:00,-,-,주간
미광약국,053-283-0031,"경상북도 경산시 중앙로 77, 1층 (중방동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
열린약국,053-813-3450,"경상북도 경산시 중앙로 76, (중방동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,-,주간
큰경북약국,053-629-7620,경상북도 경산시 중앙로 62,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,-,10:00~19:00,주간
명성약국,053-815-8352,경상북도 경산시 중앙로 10 (사정동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,09:00~14:00,주간
중방약국,053-814-5615,"경상북도 경산시 중방로 17, 1층 (중방동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
하나로약국,053-818-1949,경상북도 경산시 장산로 263,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,-,-,주간
동방약국,053-801-2038,경상북도 경산시 장산로 262,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~13:00,주간
감초당약국,053-801-6688,경상북도 경산시 장산로 257 (사동),08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,주간
청솔약국,053-853-2200,"경상북도 경산시 자인면 중촌천북길 43-14,",08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~21:00,08:30~19:00,-,08:30~18:00,주간
다산행복약국,054-954-5370,경상북도 고령군 다산면 상곡길 58,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,09:00~12:00,주간
봄약국,053-811-1844,경상북도 경산시 대학로 46 (정평동),09:00~19:00,09:00~20:30,09:00~19:00,09:00~19:00,09:00~20:30,09:00~14:00,-,09:00~13:00,주간
골드팜행복나눔약국,053-814-2277,경상북도 경산시 대학로 39 (정평동) 1층,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,주간
영대약국,053-818-7030,경상북도 경산시 대학로 336,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
바다약국,053-818-0502,경상북도 경산시 대학로 309 (조영동) 1층,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
은결약국,053-817-2769,경상북도 경산시 대학로 291 (대동),09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,-,-,주간
365약국,053-290-0365,"경상북도 경산시 대학로 11, 101호 (중산동)",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~17:00,09:00~14:00,09:00~17:00,주간
푸른솔약국,053-811-0229,경상북도 경산시 경청로221길 3,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~15:00,-,-,주간
백천동방약국,053-811-9393,"경상북도 경산시 경청로221길 1, 1층 3호 (백천동,한신빌딩)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-,주간
건강약국,053-811-6267,경상북도 경산시 경안로42길 6 중방동,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-,주간
한빛약국,053-815-4210,경상북도 경산시 경안로39길 2,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~12:30,-,-,주간
경산제일약국,053-816-7323,경상북도 경산시 경안로38길 17,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
정문약국,053-814-7900,경상북도 경산시 경안로 7,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~18:00,09:00~18:00,09:00~18:00,주간
마미약국,053-811-1590,경상북도 경산시 경안로 215,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,09:00~12:30,주간
우리약국,053-813-7585,"경상북도 경산시 경안로 206, 1층 (중방동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
새생명약국,053-813-9500,"경상북도 경산시 경안로 204, 경도빌딩 1층 (중방동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
하늘약국,053-812-3335,경상북도 경산시 경안로 203,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
참조은약국,053-817-6917,경상북도 경산시 경안로 202 (중방동),08:30~21:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~21:00,08:30~17:00,09:00~13:00,09:00~13:00,주간
경산종합약국,053-815-6687,경상북도 경산시 경안로 195 (중방동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~15:00,-,09:30~12:00,주간
온누리영제약국,053-812-0735,"경상북도 경산시 경안로 192-1, (중방동)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
오거리약국,053-812-3580,"경상북도 경산시 경안로 191, (중방동)",08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~12:30,09:30~12:30,10:00~13:00,주간
새별약국,053-812-2558,"경상북도 경산시 경안로 186, 1층 (중방동)",08:30~18:30,08:30~18:30,08:30~13:00,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
복광당약국,053-857-1150,"경상북도 경산시 자인면 일연로 80,",09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~20:00,09:00~20:00,주간
신대굿모닝약국,053-815-5533,경상북도 경산시 압량읍 압독3로 25,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,09:00~13:00,주간
신대온누리약국,053-802-0857,"경상북도 경산시 압량면 압독3로 21, 1층 101호 (압량읍)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
순천당약국,053-817-0939,경상북도 경산시 압량면 대학로 345,09:00~19:40,09:00~19:40,09:00~19:40,09:00~19:40,09:00~19:40,09:00~14:00,-,-,주간
명보온누리약국,053-814-5235,경상북도 경산시 성암로 37,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~16:00,-,-,주간
밝은약국,053-815-0080,"경상북도 경산시 백자로10길 3-11, 1층 103호 (사동, 드림프라자)",09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,09:00~13:00,주간
그린약국,053-818-8828,경상북도 경산시 백자로 60,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
우리약국,054-933-9183,"경상북도 성주군 성주읍 성주로 3203,",08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~14:30,-,-,주간
대성약국,054-932-8030,경상북도 성주군 초전면 대장길 97-2,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,주간
건강한약국,054-932-1202,경상북도 성주군 가천면 가천로 82,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~16:00,-,-,주간
세종약국,054-933-9556,경상북도 성주군 성주읍 시장길 13,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,09:00~13:00,-,08:30~13:00,주간
하나약국,054-933-7586,경상북도 성주군 초전면 대장길 74 (초전면),08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:00,-,-,주간
동아약국,053-815-0427,"경상북도 경산시 경안로 123, (삼북동)",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
옥곡수약국,053-813-7588,경상북도 경산시 경산로 43,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~16:30,-,09:00~13:00,주간
율곡약국,054-431-0947,"경상북도 김천시 혁신3로 5 (율곡동, 율곡스퀘어Ⅲ)",08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:30~19:30,08:00~14:00,-,08:30~13:00,주간
대신약국,054-433-8327,경상북도 김천시 시청로 74,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
보람약국,054-430-9014,경상북도 김천시 부곡길 206,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-,주간
삼화약국,054-433-4114,경상북도 김천시 문지왈길 3,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~20:30,09:00~15:00,-,-,주간
재창약국,054-434-2678,"경상북도 김천시 김천로 31, (평화동)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,주간
푸른온누리약국,054-439-2771,경상북도 김천시 김천로 139,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
수온누리약국,054-439-7571,경상북도 김천시 혁신4로 9 (율곡동),08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~20:00,08:30~19:00,13:30~19:00,-,주간
으뜸약국,054-435-5357,"경상북도 김천시 혁신4로 69, 이노베이션 스퀘어 103호 (율곡동)",08:30~20:00,08:30~20:30,08:30~18:00,08:30~20:00,08:30~20:00,08:30~14:00,-,-,주간
드림약국,054-435-8577,경상북도 김천시 혁신4로 3 (율곡동),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
시민약국,054-437-1206,경상북도 김천시 체육공원길 6,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,주간
성인약국,054-435-5757,경상북도 김천시 지례면 장터길 31,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
새로운약국,054-776-2259,경상북도 경주시 천북면 산업로 4976,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~16:00,-,-,주간
정다운 약국,054-753-4766,경상북도 경주시 서면 내서로 448,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
유명프라자온누리약국,054-434-9955,경상북도 김천시 자산로 59-1 (모암동),09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,14:00~21:00,14:00~21:00,주간
미래약국,054-434-7792,경상북도 김천시 자산로 187 (평화동),09:00~19:00,09:00~21:00,09:00~19:00,09:00~19:00,09:00~21:00,09:00~14:00,-,-,주간
대남약국,054-433-6066,경상북도 김천시 자산로 183-1,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~20:30,08:30~15:00,-,-,주간
플러스약국,054-772-3759,경상북도 경주시 공단로 97 (용강동),10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,10:00~22:00,주간
고바우약국,054-432-2233,경상북도 김천시 자산로 155 (평화동),08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~18:00,-,-,주간
한솔약국,054-439-1979,경상북도 김천시 자산로 150,08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~18:30,08:40~13:00,-,-,주간
하나로약국,054-434-8875,경상북도 김천시 자산로 147 (평화동),08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,08:30~22:00,주간
영남약국,054-774-3319,경상북도 경주시 양남면 하서중앙길 46,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~19:00,-,-,주간
안신약국,054-744-0125,경상북도 경주시 양남면 하서중앙길 50-1 (양남면),08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~19:00,09:00~19:00,09:00~19:00,주간
소망약국,054-743-2285,경상북도 경주시 감포읍 감포로 124,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~19:00,08:00~14:00,09:00~18:00,08:00~14:00,주간
감포우리약국,054-741-5545,경상북도 경주시 감포읍 감포로6길 21-2,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,09:00~18:00,-,주간
대원약국,054-744-3085,경상북도 경주시 감포읍 감포로7길 2,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~13:00,10:00~19:00,09:00~13:00,주간
미르약국,054-454-1154,경상북도 구미시 형곡동로 91 (형곡동),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,09:00~13:00,주간
수약국,054-763-3160,경상북도 경주시 안강읍 안강시장길 15,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,-,-,주간
이화온누리약국,054-437-4300,경상북도 김천시 용암로 19-16,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:30,08:30~22:00,08:30~22:00,주간
조약국,054-763-7585,경상북도 경주시 안강읍 안강중앙로 234,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
밝은약국,054-763-3249,경상북도 경주시 안강읍 안강중앙로 205,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~12:30,-,-,주간
행복약국,054-763-7760,경상북도 경주시 안강읍 비화원로 101-1,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~18:00,08:00~13:00,-,-,주간
천사약국,054-762-0815,경상북도 경주시 안강읍 비화원로 63,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:30,-,-,주간
서울약국,054-761-2143,경상북도 경주시 안강읍 안현로 1523,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
로타리약국,054-430-4747,경상북도 김천시 용머리길 1,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~17:00,-,09:00~18:30,주간
삼정약국,054-761-2455,경상북도 경주시 안강읍 비화원로 68,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,08:00~22:00,주간
대안약국,054-761-3174,경상북도 경주시 안강읍 비화원로 91,08:45~19:00,08:45~19:00,08:45~19:00,08:45~19:00,08:45~19:00,08:45~15:00,-,-,주간
보성약국,054-434-8827,경상북도 김천시 양금로 257-1,08:30~21:50,08:30~21:50,08:30~21:50,08:30~21:50,08:30~21:50,08:30~21:50,08:30~21:50,08:30~21:50,주간
온누리건강약국,054-762-2300,"경상북도 경주시 안강읍 구부랑길 73, 105동 111호 (우방타운)",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,주간
새한솔약국,054-761-3577,"경상북도 경주시 안강읍 구부랑길 67-7,",09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
안강현대약국,054-762-8644,"경상북도 경주시 안강읍 비화원로 72-1,",08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,주간
튼튼약국,054-705-2233,경상북도 경주시 외동읍 산업로 1845 (외동읍),09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~18:00,-,12:00~19:00,주간
새서울약국,054-748-7100,경상북도 경주시 산업로 3014-5,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
강남온누리약국,054-741-0210,경상북도 경주시 외동읍 입실로 75,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:30,-,09:00~12:00,주간
동아약국,054-744-6175,경상북도 경주시 외동읍 입실로 72,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,09:00~12:00,주간
입실약국,054-776-6403,"경상북도 경주시 외동읍 입실시장길 7-6,",08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~14:30,-,09:00~12:00,주간
남산약국,054-745-1220,경상북도 경주시 산업로 3012,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~19:00,09:00~21:00,주간
희망약국,054-743-6400,경상북도 경주시 다불로 17 (용강동),09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~14:00,-,-,주간
민들레약국,054-727-6479,경상북도 경주시 강동면 강동로 8-37 (강동면),09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~14:00,-,-,주간
미소약국,054-773-9238,"경상북도 경주시 원화로 389, 미림빌딩 (황성동)",09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,주간
국민약국,054-777-4008,경상북도 경주시 원화로 397,09:00~18:10,09:00~18:10,09:00~18:10,09:00~18:10,09:00~18:10,09:00~13:00,-,-,주간
한아름약국,054-777-7686,경상북도 경주시 양정로 313,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~19:00,08:30~13:00,-,-,주간
삼광약국,054-772-2772,경상북도 경주시 양정로251번길 13,10:30~22:00,10:30~22:00,10:30~22:00,10:30~22:00,10:30~22:00,10:30~22:00,-,10:30~22:00,주간
천북서울약국,054-748-5079,경상북도 경주시 천북면 천북로 353 (천북면),09:00~18:00,09:00~18:00,09:00~14:00,09:00~18:00,09:00~18:00,09:00~14:00,-,-,주간
동산약국,054-772-2895,경상북도 경주시 천북면 천북로 342-1,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~13:00,08:30~13:00,주간
대건약국,054-772-5765,경상북도 경주시 승삼1길 4,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,-,-,주간
청림약국,054-776-1708,경상북도 경주시 탈해로52번길 25,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~20:00,-,09:00~21:00,주간
청솔약국,054-775-5253,"경상북도 경주시 소금강로 35, (용강동)",09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~19:30,09:00~17:00,-,-,주간
화성약국,054-383-2050,경상북도 군위군 군위읍 동서1길 17-9,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,주간
그린약국,054-439-7227,경상북도 김천시 신음새동네길 1,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,주간
효성약국,054-439-4475,"경상북도 김천시 부곡중앙4길 33, 1층 (부곡동)",09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:30,-,-,주간
바다약국,054-434-0159,경상북도 김천시 문화5길 77,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~18:30,08:30~13:00,-,-,주간
